Year,Hight
1982.6902128728325, 229.79868849921698
1982.9545246605817, 278.34407662332933
1983.0295761558684, 227.84264721949083
1983.120943193609, 229.62086656469643
1983.2025209058772, 196.19034287483154
1982.4356904105553, 114.39225299537486
1983.267783075692,77.04964675
1983.3591501134324, 118.3043355548271
1983.437465, 109.94670463236093
1983.5288317549505, 108.34630722167589
1983.6136725757096, 117.5930478167449
1983.7083027219408, 144.62198186386973
1983.789880434209, 155.11347600058264
1983.8714581464774, 132.53009031647173
1983.9530358587456, 197.43509641647543
1984.034613571014, 129.50711742962227
1984.1227175002637, 152.2683250482537
1984.2108214295135, 156.5360514767471
1984.2826098163096, 160.98159983976103
1984.364187528578, 128.26236388797838
1984.4457652408462,94.12055246
1984.6284993163272, 79.71697576386606
1984.530606061605, 152.09050311373318
1984.6970245946325, 151.20139344113034
1984.7818654153916, 139.99861156633523
1984.8699693446413, 156.8916953457882
1984.948283948419, 179.47508102989906
1985.0233354437057, 218.77372855894237
1985.1962801937145, 169.33923076222726
1985.1081762644649, 128.44018582249896
1985.2648054720198,78.65004416
1985.3594356182512,68.51419389
1985.5128017173156, 39.173574693178864
1985.4377502220286, 96.61005954331904
1985.6106949720374,69.22548163
1985.6857464673244, 133.41919998907457
1985.7705872880833, 163.29328498852828
1985.8554281088425, 196.54598674387265
1985.9435320380921, 174.31824492880287
1986.0251097503603, 180.54201263702242
1986.1262661135731, 165.9606140063367
1986.1947913918784, 155.29129793510316
1986.2796322126376,79.00568803
1986.4362614201927, 80.07261963290716
1986.3416312739614, 63.357357787974706
1986.6320479296367, 99.63303243016856
1986.517839132461, 105.67897820386753
1986.700573207942, 129.86276129866343
1986.7788878117196, 127.7288980844167
1986.8735179579508, 135.55306320332124
1986.9518325617282, 120.43819876907384
1987.039936490978, 140.35425543537633
1987.1215142032463, 119.90473296551215
1987.199828807024, 108.87977302523751
1987.2781434108015,72.78192032
1987.3727735570328, 68.33637195455037
1987.4576143777917, 37.57317728249376
1987.542455198551, 46.64209594304225
1987.695821297615, 63.535179722495286
1987.6044542598747, 134.48613159619794
1987.796977660828, 85.76292153756503
1987.868766047624, 93.94273052551068
1987.943817542911, 152.80179085181538
1988.0319214721605, 101.05560790633302
1988.113499184429, 138.75385802469128
1988.1820244627343, 86.29638734112672
1988.2766546089656, 84.69598993044167
1988.3517061042523, 55.35537073454958
1988.4463362504835, 49.13160302633008
1988.6029654580386, 33.48327278852099
1988.5279139627519, 72.60409838304372
1988.6943324957792, 71.53716677592041
1988.7856995335196, 91.80886731126401
1988.8607510288066, 107.4571975490731
1988.9488549580562, 91.98668924578453
1989.0206433448525,77.40529062
1989.1054841656114, 95.54312793619573
1989.193588094861,77.04964675
1989.2784289156202, 67.80290615098869
1989.3600066278884,48.59813722
1989.4448474486476,68.51419389
1989.523162052425, 99.98867629920966
1989.6895805854524, 65.13557713318028
1989.6080028731842, 36.32842374084987
1989.7711582977208, 47.17556174660393
1989.8494729014983, 57.31141201427579
1989.9212612882943, 104.43422466222364
1990.0452594109422, 99.81085436468913
1990.1268371232104, 131.81880257838952
1990.1790468590623, 84.69598993044167
1990.267150788312,59.08963136
1990.436832, 40.95179403838438
1990.3487285005804, 76.16053707345492
1990.7109335430516,59.08963136
1990.789248146829, 72.60409838304372
1990.619566505311,83.27341445
1990.4923052741724,96.96570341
1990.8773520760788, 103.9007588586619
1990.9589297883472, 111.7249239775665
1991.0372443921246, 106.21244400742921
1991.1253483213745, 133.24137805455405
1991.1971367081705, 81.85083897811273
1991.2689250949668, 68.33637195455037
1991.3602921327072, 64.95775519865975
1991.4516591704478, 60.69002877016635
1991.6213408119656, 54.466261061946796
1991.7812331280115, 59.44527522852246
1991.6996554157433,72.42627645
1991.533236882716, 80.07261963290716
1991.862811, 84.69598993044167
1991.9378623355667, 165.78279207181606
1992.032492481798, 125.77285680469055
1992.1075439770848, 104.78986853126474
1992.192384797844,74.7379616
1992.2902780525658, 52.33239784770012
1992.3555402223803, 57.844877817837414
1992.4436441516302, 45.930808204960044
1992.5317480808799, 56.06665847263184
1992.6198520101298, 60.33438490112525
1992.6949035054165, 63.535179722495286
1992.7862705431571, 42.907835318110585
1992.8613220384439, 53.57715138934407
1992.920057991277, 61.04567263920745
1993.0342667884527, 60.86785070468687
1993.102792066758, 47.53120561564509
1993.1941591044986, 40.41832823482275
1993.2626843828039, 43.61912305619279
1993.3638407460166, 35.08367019920598
1993.4356291328127, 54.644082996467375
1993.5139437365904, 71.18152290687931
1993.6053107743307, 24.59217606249308
1993.6868884865992, 30.815943770712636
1993.7521506564137, 45.39734240139836
1993.8663594535892,48.24249335
1993.9348847318947, 57.844877817837414
1994.0425673120887, 69.58112549619426
1994.1110925903943, 47.35338368112451
1994.1828809771903, 54.821904930987955
1994.248143147005, 45.930808204960044
1994.3395101847454, 45.57516433591894
1994.4569820904119, 81.67301704359221
1994.5222442602264, 54.644082996467375
1994.6234006234392, 56.244480407152366
1994.711504552689, 73.84885192468761
1994.7865560479756, 88.96371635893507
1994.8583444347719,73.49320806
1994.930132821568, 66.73597454386532
1995.0312891847807, 65.49122100222138
1995.1193931140303, 71.00370097235867
1995.197707717808, 88.25242862085281
1995.3608631423444, 74.20449579372877
1995.269496104604, 45.21952046687778
1995.452230180085, 52.865863651261805
1995.537071000844,68.15855002
1995.6153856046217, 53.39932945482349
1995.6904370999084, 68.69201582359148
1995.7720148121768, 65.49122100222138
1995.8633818499172, 50.37635656797397
1995.9547488876578,66.91379648
1996.0298003829446, 82.02866091263331
1996.1146412037037, 104.43422466222364
1996.196218915972, 74.20449579372877
1996.2810597367309, 86.11856540660614
1996.3463219065457, 62.82389198441308
1996.4409520527768, 64.95775519865975
1996.525792873536, 39.70704049674049
1996.597581260332, 48.77595915728898
1996.6922114065633, 43.79694499071337
1996.780315335813, 59.97874103208409
1996.8553668310997, 65.49122100222138
1996.9467338688403, 92.16451118030511
1997.0185222556363, 112.08056784660761
1997.109889293377, 99.81085436468913
1997.191467005645, 74.56013966276987
1997.2534660669692, 51.97675397865896
1997.351359321691, 33.838916657562095
1997.410095274524,52.15457591
1997.5275671801905, 49.30942496085066
1997.6058817839682, 31.52723150879484
1997.6874594962364, 45.39734240139836
1997.8734566802082, 41.30743790742554
1997.7592478830325, 61.934782311810295
1997.9452450670042,63.00171392
1998.033348996254, 57.48923394879631
1998.131242250976,66.91379648
1998.1671364443741, 51.44328817509734
1998.2911345670218, 27.081683145780858
1998.3694491707995, 45.752986270439465
1998.4510268830677, 51.26546624057676
1998.5489201377898, 56.60012427619347
1998.6272347415672, 84.16252412687999
1998.702286236854, 60.69002877016635
1998.7936532745946, 44.86387659783668
1998.924177614224, 57.48923394879631
1999.0285970859272, 57.31141201427579
1999.1199641236678,52.15457591
1999.201541835936, 60.51220683564577
1999.2831195482045,52.51021978
1999.3712234774541, 74.20449579372877
1999.4593274067038, 45.04169853235726
1999.5148002510464, 51.97675397865896
1999.615956614259, 50.02071269893287
1999.6975343265274, 39.173574693178864
1999.7693227133234, 67.62508421646811
1999.860689751064, 61.756960377289715
1999.945530571823, 88.07460668633229
2000.030371392582, 126.83978841181391
2000.0988966708874, 75.44924933537266
2000.200053, 72.24845451400262
2000.2783676378776,77.04964675
2000.3599453501458, 57.66705588331689
2000.444786170905,48.24249335
2000.5231007746825, 18.546230288794106
2000.5818367275156, 33.48327278852099
2000.5981522699694, 43.79694499071337
2000.6960455246913, 33.12762891947989
2000.7743601284687, 42.907835318110585
2000.8559378407372, 57.844877817837414
2000.9342524445146, 85.05163379948277
2001.0093039398016, 77.22746868057823
2001.0974078690513,59.08963136
2001.1724593643382, 41.48525984194606
2001.2736157275508, 34.72802633016488
2001.3388778973656, 43.79694499071337
2001.4400342605782, 40.24050630030217
2001.515085755865, 44.86387659783668
2001.5868741426611, 49.13160302633008
2001.710872265309, 48.064671419206775
2001.7761344351236, 56.06665847263184
2001.8707645813547, 53.043685585782384
2001.9556054021139, 84.87381186496219
2002.0306568974006, 45.57516433591894
2002.1220239351412, 64.77993326413917
2002.1807598879743,82.20648285
2002.2851793596778,48.95378109
2002.3700201804368, 43.26347918715169
2002.4581241096867, 50.19853463345345
2002.5364387134641, 33.12762891947989
2002.6017008832787, 51.44328817509734
2002.7061203549822, 73.84885192468761
2002.781171850269, 60.86785070468687
2002.8529602370652, 57.31141201427579
2002.9475903832963, 73.31538612112598
2003.038957421037, 63.71300165701581
2003.1172720248144, 68.33637195455037
2003.1857973031197, 47.53120561564509
2003.2771643408603,44.33041079
2003.3685313786007, 21.03573737208194
2003.4435828738876, 24.947819931534184
2003.534949911628, 15.345435467424068
2003.6165276238964, 37.928821151534976
2003.694842227674, 42.907835318110585
2003.7666306144702, 83.09559251975668
2003.8384190012662, 65.31339906770086
2003.9558909069326, 61.57913844276919
2004.034206, 64.95775519865975
2004.1092570059968, 71.18152290687931
2004.194097826756, 47.53120561564509
2004.265886213552, 39.70704049674049
2004.3474639258204, 33.48327278852099
2004.4518833975237, 29.037724425507065
2004.5008300248846, 39.88486243126107
2004.5856708456438, 39.88486243126107
2004.6933534258378, 33.12762891947989
2004.7684049211248, 43.974766925233894
2004.8532457418837, 46.99773981208335
2004.9413496711336, 57.48923394879631
2005.019664274911, 65.13557713318028
2005.1926090249199, 50.19853463345345
2005.2643974117161, 58.022699752357994
2005.3427120154936, 41.66308177646664
2005.4242897277618, 36.68406760989103
2005.5026043315395, 30.815943770712636
2005.616813128715, 26.903861211260335
2005.7016539494741, 30.638121836192056
2005.7799685532516, 32.060697312356524
2005.8876511334458, 46.46427400852167
2005.9627026287326,48.24249335
2006.031227907038, 52.68804171674128
2006.1193318362878, 69.58112549619426
2006.191120223084, 50.55417850249455
2006.2824872608244, 45.57516433591894
2006.3771174070557, 20.680093503040837
2006.4293271429074, 24.59217606249308
2006.530484, 25.125641866054764
2006.628376760842, 16.412367074547433
2006.6707971712215, 21.747025110164145
2006.7850059683972, 19.43533996139695
2006.860057463684, 26.01475153865755
2006.9612138268967, 46.81991787756283
2007.0232128882205, 59.44527522852246
2007.1211061429426, 53.57715138934407
2007.199421, 49.84289076441229
2007.2744722420068, 30.638121836192056
2007.346260628803, 17.47929868167074
2007.4343645580527, 15.87890127098575
2007.5192053788119, 12.144640646054029
2007.6040461995708, 26.01475153865755
2007.6954132373114, 27.081683145780858
2007.7639385156167, 33.30545085400047
2007.868358, 33.838916657562095
2007.943409482607, 37.57317728249376
2008.0249871948752, 33.30545085400047
2008.1000386901621, 53.22150752030291
2008.1881426194118, 39.52921856221997
2008.2762465486617, 26.370395407698652
2008.3415087184762, 31.34940957427426
2008.4263495392352, 27.79297088386312
2008.5079272515036, 18.368408354273527
2008.6025573977347, 14.456325794821282
2008.6678195675495, 20.146627699479154
2008.782028364725, 23.169600586328613
2008.857079860012, 48.77595915728898
2008.9386575722801, 56.60012427619347
2009.0169721760578, 65.84686487126248
2009.1311809732333, 68.33637195455037
2009.1833907090852, 55.17754880002906
2009.258442204372, 38.64010888961718
2009.3595985675847, 30.460299901671476
2009.4346500628715, 18.901874157835266
2009.499912232686, 33.66109472304157
2009.6141210298617, 23.169600586328613
2009.7087511760928, 21.391381241123042
2009.793591996852, 35.43931406824714
2009.8719066006295, 60.69002877016635
2009.9502212044072, 69.75894743071478
2010.0448513506383, 78.11657835318101
2010.1199028459253, 95.18748406715463
2010.194954341212,77.04964675
2010.2863213789524, 71.18152290687931
2010.3678990912208, 37.75099921701434
2010.7007361572755, 30.282477967150953
2010.779050761053, 50.19853463345345
2010.8704177987936, 70.11459129975589
2010.9422061855896, 59.44527522852246
2011.0400994403117, 72.60409838304372
2011.1184140440891, 80.25044156742769
2011.193465539376, 65.13557713318028
2011.278306360135, 60.51220683564577
2011.3664102893847, 54.28843912742627
2011.438198676181, 29.215546360027588
2011.607880317699, 17.12365481262964
2011.7710357422354, 45.752986270439465
2011.6894580299672, 63.71300165701581
2011.8428241290317, 77.22746868057823
2011.9537698177164, 111.19145817400482
2012.0320844214941, 119.54908909647105
2012.1756611950864, 84.87381186496219
2012.0973465913087, 68.33637195455037
2012.276817558299, 66.73597454386532
2012.3486059450952, 33.30545085400047
2012.4203943318912, 29.037724425507065
2012.5052351526501, 28.859902490986485
2012.6879692281311, 24.414354127972558
2012.7662838319088, 42.19654758002832
2012.8576508696492, 48.77595915728898
2012.9261761479547, 59.623097163042985
2013.0110169687136, 57.31141201427579
2013.1252257658894, 57.31141201427579
2013.1872248272132, 68.33637195455037
2013.2688025394814, 49.84289076441229
2013.3438540347684, 25.83692960413697
2013.4482735064717, 26.01475153865755
2013.6081658225175, 24.947819931534184
2013.6995328602582, 23.347422520849136
2013.774584355545, 41.30743790742554
2013.8855300442299, 40.41832823482275
2013.957318431026, 50.55417850249455
2014.0454223602758, 40.41832823482275
2014.1237369640533, 50.732000437015074
2014.2085777848124, 42.374369514548846
2014.2803661716084, 21.747025110164145
2014.3782594263303, 15.167613532903545
2014.4467847046358, 23.525244455369716
2014.5446779593576, 16.412367074547433
2014.6099401291724, 20.680093503040837
2014.7013071669128, 26.01475153865755
2014.7959373131441, 24.058710258931455
2014.9493034122083, 22.991778651808033
2014.8677256999401, 42.730013383590006
2015.0471966669304, 36.15060180632935
2015.1091957282542,44.33041079
2015.1972996575041, 25.659107669616446
2015.2756142612816, 32.060697312356524
2015.357192, 19.43533996139695
2015.4452959027997, 66.73597454386532
2015.5203473980866, 45.57516433591894
2015.6019251103548, 31.882875377835944
2015.683502822623, 21.924847044684725
2015.7520281009286, 41.30743790742554
2015.8564475726319, 41.30743790742554
2015.954340827354, 35.794957937288245
2016.0228661056592, 42.730013383590006
2016.101180709437, 55.17754880002906
2016.182758421705, 37.75099921701434
2016.2512837000104, 21.569203175643565
2016.3524400632232, 18.190586419752947
2016.4340177754914, 21.747025110164145
2016.5221217047413, 17.834942550711844
2016.5906469830466, 25.303463800575344
2016.685277129278, 20.85791543756136
2016.7766441670183, 24.59217606249308
2016.926747157592, 34.90584826468546
2017.0409559547677, 49.84289076441229
2017.1616909689246, 37.039711478932134
2017.2889522000632,38.10664309
2017.3444250444056, 11.077709038930664
2017.4651600585628, 22.813956717287454
2017.5532639878124,8.76602389
2017.6185261576272, 18.901874157835266
2017.7098931953676, 15.345435467424068
2017.791470907636, 21.391381241123042
2017.8730486199042, 30.460299901671476
2017.9448370067005, 42.01872564550774
2018.0329409359501, 44.86387659783668
2018.1145186482183,48.95378109
2018.2026225774682, 33.66109472304157
2018.447355714273, 15.523257401944647
2018.6039849218282, 26.01475153865755
2018.789982, 24.23653219345198
2018.8650336010867, 30.815943770712636
2018.9335588793922, 45.57516433591894
2019.0281890256233, 32.41634118139763
2019.1032405209103, 35.617136002767666
2019.1815551246877, 33.48327278852099
2019.266395945447, 23.525244455369716
2019.3512367662058, 15.70107933646517
2019.436077586965, 11.077709038930664
2019.520918407724, 8.232558086601728
2019.5992330115014, 18.190586419752947
2019.6873369407513, 13.389394187697917
2019.7689146530195, 19.79098383043805
2019.8472292567972, 32.59416311591815
2019.9385962945375, 39.52921856221997
2020.0103846813338, 53.22150752030291
2020.0821730681298, 40.95179403838438
2020.1735401058702, 41.66308177646664
2020.2649071436108, 31.52723150879484
2020.3366955304068, 15.523257401944647
2020.4280625681474, 13.74503805673902
2020.5226927143785, 9.299489693725093
2020.5977442096655, 18.012764485232424
2020.6793219219337, 23.347422520849136
2020.7576365257114, 31.705053443315364
2020.8685822143962, 37.21753341345266
2020.9534230351553, 33.48327278852099
2021.0317376389328, 54.644082996467375
2021.1296308936548, 49.665068829891766
2021.175314412525, 40.596150169343275
2021.2895232097005, 46.64209594304225
2021.3645747049875, 37.039711478932134
2021.4494155257464, 32.23851924687705
2021.5440456719778, 27.259505080301437
2021.6060447333016, 33.30545085400047
2021.700674879533, 42.19654758002832
2021.7855157002919, 39.70704049674049
2021.8736196295417, 60.69002877016635
2021.955197, 70.64805710331757
2022.0302488370967, 74.20449579372877
2022.1150896578558, 59.26745329400188
2022.1999304786148, 54.466261061946796
2022.2880344078646, 35.617136002767666
2022.3696121201328, 24.76999799701366
2022.4479267239105, 54.99972686550848
2022.5229782191973, 18.190586419752947
2022.6273976909008, 28.326436687424746
2022.686133643734, 32.77198505043873
2022.780763789965, 40.596150169343275
2022.8623415022334, 54.11061719290569
2022.9471823229924, 56.422302341672946
2023.025497, 71.18152290687931
2023.1886523513067, 41.48525984194606
2023.2637038465934, 31.17158763975374
2023.342018450371, 25.83692960413697
2023.4333854881115, 22.991778651808033
2023.5214894173612, 37.21753341345266
2023.5834884786852, 31.882875377835944
2023.6879079503885, 31.882875377835944
2023.7760118796384, 44.508232728795576
2023.8608527003973, 54.644082996467375
2023.952219738138, 45.57516433591894
